maximum_temperature,time_of_maximum_temperature,minimum_temperature,time_of_minimum_temperature,maximum_relative_humidity_percentage,time_of_maximum_relative_humidity_percentage,minimum_relative_humidity_humidity_percentage,time_of_minimum_relative_humidity_percentage
29.4 °C,2:00 PM,23.0 °C,6:30 AM,95 %,5:00 AM,70 %,11:00 AM
